episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
243,-146,0,47,0,0
244,-255,0,156,0,0
245,-194,0,95,0,0
246,-186,0,87,0,0
247,-200,0,200,0,0
248,-126,0,27,0,0
249,-110,0,11,0,0
250,-122,0,23,0,0
251,-239,0,140,0,0
252,-161,0,62,0,0
253,-200,0,200,0,0
254,-219,0,120,0,0
255,-184,0,85,0,0
256,-109,0,10,0,0
257,-200,0,200,0,0
258,-135,0,36,0,0
259,-252,0,153,0,0
260,-134,0,35,0,0
261,-125,0,26,0,0
262,-113,0,14,0,0
263,-246,0,147,0,0
264,-237,0,138,0,0
265,-200,0,200,0,0
266,-200,0,200,0,0
267,-206,0,107,0,0
268,-202,0,103,0,0
269,-200,0,200,0,0
270,-266,0,167,0,0
271,-200,0,200,0,0
272,-156,0,57,0,0
273,-193,0,94,0,0
274,-252,0,153,0,0
275,-152,0,53,0,0
276,-279,0,180,0,0
277,-106,0,7,0,0
278,-200,0,200,0,0
279,-118,0,19,0,0
280,-234,0,135,0,0
281,-180,0,81,0,0
282,-291,0,192,0,0
283,-108,0,9,0,0
284,-200,0,200,0,0
285,-103,0,4,0,0
286,-139,0,40,0,0
287,-271,0,172,0,0
288,-161,0,62,0,0
289,-113,0,14,0,0
290,-151,0,52,0,0
291,-241,0,142,0,0
292,-212,0,113,0,0
293,-133,0,34,0,0
294,-200,0,200,0,0
295,-104,0,5,0,0
296,-142,0,43,0,0
297,-191,0,92,0,0
298,-141,0,42,0,0
299,-222,0,123,0,0
300,-204,0,105,0,0
301,-159,0,60,0,0
302,-117,0,18,0,0
303,-102,0,3,0,0
304,-200,0,200,0,0
305,-112,0,13,0,0
306,-257,0,158,0,0
307,-105,0,6,0,0
308,-163,0,64,0,0
309,-109,0,10,0,0
310,-103,0,4,0,0
311,-128,0,29,0,0
312,-205,0,106,0,0
313,-227,0,128,0,0
314,-138,0,39,0,0
315,-138,0,39,0,0
316,-181,0,82,0,0
317,-239,0,140,0,0
318,-208,0,109,0,0
319,-200,0,200,0,0
320,-298,0,199,0,0
321,-200,0,200,0,0
322,-185,0,86,0,0
323,-136,0,37,0,0
324,-231,0,132,0,0
325,-200,0,200,0,0
326,-167,0,68,0,0
327,-271,0,172,0,0
328,-200,0,200,0,0
329,-174,0,75,0,0
330,-256,0,157,0,0
331,-236,0,137,0,0
332,-132,0,33,0,0
333,-223,0,124,0,0
334,-123,0,24,0,0
335,-217,0,118,0,0
336,-150,0,51,0,0
337,-254,0,155,0,0
338,-162,0,63,0,0
339,-200,0,200,0,0
340,-107,0,8,0,0
341,-149,0,50,0,0
342,-156,0,57,0,0
343,-104,0,5,0,0
344,-174,0,75,0,0
345,-200,0,200,0,0
346,-142,0,43,0,0
347,-249,0,150,0,0
348,-123,0,24,0,0
349,-249,0,150,0,0
350,-195,0,96,0,0
351,-106,0,7,0,0
352,-200,0,200,0,0
353,-242,0,143,0,0
354,-108,0,9,0,0
